latitude,longitude,temperature_celsius,condition_text,wind_mph,wind_degree,wind_direction,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,visibility_miles,uv_index,gust_mph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_phase,moon_illumination
22.75,72.68,28.0,9.0,5.6,300,14.0,1007.0,29.74,0.0,0.0,70,25,31.0,2.0,1.0,8.9,263.7,26.1,7.1,7.9,13.1,25.6,1,2,4.0,99
20.32,72.97,25.9,16.0,4.5,243,15.0,1008.0,29.78,0.0,0.0,85,29,28.8,6.0,1.0,7.4,183.6,28.3,0.1,0.0,6.1,10.4,1,1,4.0,99
16.17,81.13,27.3,20.0,4.0,225,12.0,1006.0,29.7,0.7,0.03,84,85,31.3,5.0,1.0,7.4,320.4,108.7,1.5,2.0,44.3,45.5,3,5,4.0,99
16.93,82.22,27.0,7.0,4.3,253,15.0,1006.0,29.7,0.3,0.01,86,52,31.1,6.0,1.0,6.9,460.6,50.1,8.1,14.8,46.9,48.4,3,5,4.0,99
17.7,83.3,28.3,16.0,6.3,235,12.0,1005.0,29.68,0.0,0.0,81,39,33.0,6.0,1.0,10.3,881.2,16.1,52.8,39.1,123.0,132.7,4,10,4.0,99
14.43,79.97,29.1,7.0,6.0,180,8.0,1006.0,29.7,0.9,0.04,71,79,33.1,6.0,1.0,9.4,313.8,65.1,3.5,6.6,30.5,32.8,2,3,4.0,99
13.2,79.12,24.9,10.0,3.1,222,12.0,1008.0,29.75,3.6,0.14,85,73,27.2,4.0,1.0,5.6,580.8,28.3,12.7,2.3,15.3,16.6,1,2,4.0,99
18.3,83.9,27.6,20.0,4.7,259,13.0,1005.0,29.67,0.5,0.02,82,76,31.7,5.0,1.0,8.1,1174.9,24.7,16.6,15.1,295.3,308.0,6,10,4.0,99
15.83,78.05,25.5,20.0,2.2,140,9.0,1007.0,29.73,1.3,0.05,75,80,27.4,5.0,1.0,3.6,340.5,60.8,4.1,2.8,26.8,31.0,2,3,4.0,99
16.3,80.45,27.4,16.0,2.2,193,11.0,1006.0,29.7,0.0,0.0,81,49,31.1,6.0,1.0,4.0,373.8,78.7,3.3,3.6,42.3,43.9,3,5,4.0,99
18.12,83.42,27.3,16.0,3.1,258,15.0,1005.0,29.68,0.0,0.0,82,28,31.0,6.0,1.0,5.4,1028.1,2.1,36.3,9.2,148.2,160.6,4,10,4.0,99
14.68,77.6,28.3,20.0,7.8,255,15.0,1007.0,29.73,0.6,0.02,62,88,30.4,5.0,1.0,11.4,233.7,27.2,2.7,0.3,4.7,6.2,1,1,4.0,99
16.7,81.1,25.9,20.0,4.3,216,12.0,1006.0,29.71,0.6,0.02,89,76,29.3,5.0,1.0,8.1,494.0,49.4,5.4,3.8,48.6,50.3,3,6,4.0,99
14.47,78.82,27.2,16.0,2.9,259,13.0,1007.0,29.73,0.0,0.0,71,46,29.6,6.0,1.0,4.7,293.7,54.4,3.6,1.5,6.7,8.2,1,1,4.0,99
23.95,86.8,28.6,22.0,4.0,284,14.0,1004.0,29.64,0.0,0.0,64,24,31.3,6.0,7.0,7.8,2456.7,0.2,57.6,10.6,277.0,304.1,6,10,4.0,99
22.72,85.95,27.8,22.0,2.2,272,13.0,1004.0,29.66,0.0,0.0,71,14,30.7,6.0,7.0,4.3,500.7,8.7,7.4,1.9,98.1,106.2,4,10,4.0,99
22.62,84.52,26.4,0.0,2.2,272,13.0,1006.0,29.69,0.0,0.0,72,19,28.5,6.0,1.0,3.1,440.6,2.0,5.4,0.5,66.4,74.1,4,9,4.0,99
23.75,84.5,27.0,0.0,4.0,236,15.0,1005.0,29.67,0.0,0.0,66,13,28.9,6.0,1.0,7.8,353.8,11.1,8.0,4.5,93.9,119.6,4,10,4.0,99
23.08,85.28,26.0,9.0,3.8,280,13.0,1009.0,29.8,0.0,0.0,94,75,27.9,1.0,1.0,10.3,350.5,85.8,3.6,2.4,84.0,113.0,4,10,4.0,99
23.98,85.35,25.5,0.0,4.3,290,14.0,1006.0,29.7,0.0,0.0,72,13,27.3,6.0,1.0,8.7,310.4,40.8,2.3,0.9,61.9,86.7,3,8,4.0,99
24.22,84.87,29.0,9.0,3.8,210,11.0,1004.0,29.65,0.0,0.0,89,50,32.6,1.0,1.0,8.9,383.9,36.5,3.0,1.3,66.4,93.2,4,9,4.0,99
24.43,85.52,26.5,0.0,4.0,254,15.0,1005.0,29.67,0.0,0.0,70,16,28.4,6.0,1.0,8.3,377.2,71.5,2.1,1.6,60.6,91.9,3,8,4.0,99
24.18,86.3,28.5,16.0,4.7,274,13.0,1004.0,29.66,0.0,0.0,63,30,30.8,6.0,7.0,8.5,487.3,41.5,4.5,1.0,69.8,97.8,4,9,4.0,99
23.43,84.68,23.4,0.0,3.1,293,14.0,1007.0,29.72,0.0,0.0,74,12,25.3,6.0,1.0,6.5,337.1,36.5,3.8,2.7,114.9,144.9,4,10,4.0,99
25.25,87.65,30.0,1.0,2.2,243,15.0,1003.0,29.62,0.0,0.0,64,77,33.9,6.0,7.0,4.0,734.3,100.1,4.0,9.4,151.2,157.5,5,10,4.0,99
24.83,87.22,28.7,16.0,2.9,242,15.0,1004.0,29.63,0.0,0.0,65,25,31.4,6.0,7.0,6.0,714.3,22.0,6.6,1.6,84.0,93.5,4,10,4.0,99
23.8,86.45,28.6,22.0,3.6,286,14.0,1004.0,29.65,0.0,0.0,65,14,31.2,6.0,7.0,6.7,948.0,5.5,14.6,4.1,100.3,126.0,4,10,4.0,99
24.27,87.25,28.8,16.0,2.2,281,14.0,1004.0,29.64,0.0,0.0,65,44,31.6,6.0,7.0,3.6,1028.1,25.8,15.8,10.1,143.3,153.6,4,10,4.0,99
23.78,85.97,26.6,16.0,4.3,279,13.0,1005.0,29.66,0.0,0.0,70,53,28.6,6.0,7.0,8.9,547.4,14.1,6.1,0.7,64.4,89.1,3,8,4.0,99
24.48,86.7,29.2,22.0,4.3,267,13.0,1004.0,29.65,0.0,0.0,62,24,31.9,6.0,7.0,7.6,487.3,72.2,3.6,1.6,80.3,109.2,4,10,4.0,99
23.05,84.55,23.7,0.0,2.9,295,14.0,1007.0,29.72,0.0,0.0,74,16,25.5,6.0,1.0,6.0,363.8,19.7,4.2,1.8,118.7,144.9,4,10,4.0,99
23.63,85.52,26.0,9.0,3.8,280,13.0,1009.0,29.8,0.0,0.0,94,75,27.9,1.0,1.0,10.3,350.5,85.8,3.6,2.4,84.0,113.0,4,10,4.0,99
24.73,83.22,25.6,0.0,4.3,241,15.0,1005.0,29.69,0.0,0.0,75,12,27.6,6.0,1.0,8.9,373.8,22.9,4.6,1.0,45.9,68.6,3,5,4.0,99
23.35,85.33,26.0,9.0,3.8,280,13.0,1009.0,29.8,0.0,0.0,94,75,28.0,1.0,1.0,10.3,350.5,85.8,3.6,2.4,84.0,113.0,4,10,4.0,99
25.25,84.68,32.0,9.0,4.3,270,13.0,1003.0,29.62,0.0,0.0,94,50,39.6,1.0,1.0,10.3,754.4,44.4,9.1,5.5,90.0,125.4,4,10,4.0,99
25.25,87.0,29.9,16.0,3.1,262,13.0,1003.0,29.62,0.0,0.0,64,32,33.6,6.0,7.0,5.6,974.7,47.2,8.4,6.7,162.6,170.6,5,10,4.0,99
25.78,87.47,29.4,22.0,3.1,235,12.0,1003.0,29.62,0.0,0.0,68,14,33.2,6.0,7.0,5.8,1054.8,69.4,5.6,9.3,183.4,188.9,5,10,4.0,99
26.12,87.93,29.9,16.0,2.2,223,12.0,1003.0,29.62,0.0,0.0,68,32,34.4,6.0,7.0,2.5,934.6,83.7,3.0,3.7,152.1,155.7,5,10,4.0,99
24.78,85.0,29.0,9.0,3.8,210,11.0,1004.0,29.65,0.0,0.0,89,50,32.3,1.0,1.0,9.2,507.4,34.0,5.4,2.6,64.4,92.9,3,8,4.0,99
24.88,86.92,28.7,16.0,2.9,242,15.0,1004.0,29.63,0.0,0.0,65,25,31.4,6.0,7.0,6.0,714.3,22.0,6.6,1.6,84.0,93.5,4,10,4.0,99
19.88,75.33,23.8,0.0,5.4,343,6.0,1009.0,29.78,0.0,0.0,71,9,25.5,6.0,1.0,10.3,267.0,11.0,4.2,0.3,10.1,15.2,1,1,4.0,99
24.88,85.53,28.8,16.0,5.6,255,15.0,1003.0,29.63,0.0,0.0,68,29,32.0,6.0,7.0,10.7,781.1,45.4,10.0,4.0,98.8,133.6,4,10,4.0,99
26.15,87.52,29.3,20.0,3.1,76,1.0,1003.0,29.62,0.1,0.0,72,53,33.9,6.0,6.0,5.6,1068.1,62.2,4.0,3.6,147.7,151.3,4,10,4.0,99
26.12,85.4,28.9,23.0,3.1,275,13.0,1003.0,29.62,0.0,0.0,72,29,32.8,5.0,6.0,6.0,961.3,22.4,14.4,4.3,118.3,161.2,4,10,4.0,99
24.48,86.3,28.5,16.0,4.7,274,13.0,1004.0,29.66,0.0,0.0,63,30,30.8,6.0,7.0,8.5,487.3,41.5,4.5,1.0,69.8,97.8,4,9,4.0,99
34.33,74.23,10.9,0.0,3.1,306,7.0,1012.0,29.88,0.0,0.0,76,8,10.8,6.0,1.0,6.5,313.8,25.4,2.0,0.6,45.9,78.6,3,5,4.0,99
25.88,86.6,30.2,22.0,4.9,287,14.0,1003.0,29.61,0.0,0.0,69,21,35.1,6.0,8.0,8.7,1148.2,74.4,7.2,6.5,181.4,187.3,5,10,4.0,99
26.47,84.43,27.9,0.0,5.1,276,13.0,1003.0,29.62,0.0,0.0,72,12,30.9,6.0,1.0,9.8,1014.7,14.8,17.8,3.7,114.5,156.9,4,10,4.0,99
26.22,84.37,28.1,0.0,5.6,279,13.0,1003.0,29.63,0.0,0.0,70,8,31.1,6.0,1.0,10.7,854.5,24.0,15.8,5.3,96.2,133.8,4,10,4.0,99
26.52,85.3,28.5,23.0,2.5,300,14.0,1003.0,29.62,0.0,0.0,75,47,32.6,5.0,6.0,4.5,2029.4,1.8,20.4,3.9,254.1,273.1,6,10,4.0,99
25.58,83.98,28.3,0.0,5.6,253,15.0,1004.0,29.63,0.0,0.0,69,11,31.3,6.0,1.0,11.0,807.8,30.0,15.3,6.0,77.2,114.5,4,10,4.0,99
26.37,86.08,29.3,23.0,3.4,306,7.0,1003.0,29.62,0.0,0.0,73,48,34.0,5.0,6.0,6.0,1041.4,87.3,5.5,6.4,177.1,183.6,5,10,4.0,99
26.12,86.6,30.2,22.0,4.9,287,14.0,1003.0,29.61,0.0,0.0,69,21,35.1,6.0,8.0,8.7,1148.2,74.4,7.2,6.5,181.4,187.3,5,10,4.0,99
25.6,85.12,32.0,9.0,4.3,270,13.0,1003.0,29.62,0.0,0.0,94,50,39.6,1.0,1.0,7.8,794.4,44.4,10.5,5.5,100.3,136.8,4,10,4.0,99
21.65,84.4,26.1,1.0,2.5,299,14.0,1005.0,29.68,0.0,0.0,77,68,28.5,6.0,1.0,5.1,297.1,30.4,1.3,0.6,42.9,44.5,3,5,4.0,99
26.17,85.9,29.2,23.0,3.8,289,14.0,1003.0,29.62,0.0,0.0,72,45,33.5,5.0,6.0,6.9,1815.8,2.0,25.4,5.9,213.8,266.4,5,10,4.0,99
25.85,85.78,29.2,16.0,3.8,278,13.0,1003.0,29.62,0.0,0.0,69,35,33.1,6.0,7.0,7.2,1081.5,17.5,19.7,6.0,132.3,176.7,4,10,4.0,99
25.05,83.62,27.7,0.0,4.3,250,15.0,1004.0,29.65,0.0,0.0,65,17,29.8,6.0,1.0,8.9,327.1,67.2,3.0,1.7,47.2,80.5,3,5,4.0,99
25.5,86.48,29.2,22.0,5.1,257,15.0,1003.0,29.62,0.0,0.0,67,15,32.6,6.0,7.0,9.8,961.3,16.3,14.7,3.2,124.6,156.6,4,10,4.0,99
25.38,86.47,29.4,22.0,5.1,257,15.0,1003.0,29.62,0.0,0.0,67,15,33.1,6.0,7.0,9.6,961.3,16.3,14.7,3.2,124.6,156.6,4,10,4.0,99
26.6,85.48,28.5,23.0,2.5,300,14.0,1003.0,29.62,0.0,0.0,75,47,32.6,5.0,6.0,4.5,2029.4,1.8,20.4,3.9,254.1,273.1,6,10,4.0,99
25.18,86.08,29.6,16.0,4.3,263,13.0,1003.0,29.62,0.0,0.0,67,27,33.5,6.0,7.0,7.8,907.9,34.3,14.2,5.5,123.7,162.3,4,10,4.0,99
24.92,86.22,29.0,16.0,3.6,269,13.0,1004.0,29.63,0.0,0.0,61,30,31.4,6.0,7.0,6.7,534.1,55.8,4.5,2.1,89.1,120.6,4,10,4.0,99
25.42,86.13,29.6,16.0,4.3,263,13.0,1003.0,29.62,0.0,0.0,67,26,33.5,6.0,7.0,7.8,907.9,34.3,14.2,5.5,123.7,162.3,4,10,4.0,99
25.53,87.58,29.8,22.0,4.0,237,15.0,1003.0,29.62,0.0,0.0,65,20,33.7,6.0,7.0,7.6,1028.1,43.3,7.5,8.4,178.8,186.1,5,10,4.0,99
28.47,77.03,30.2,0.0,8.7,271,13.0,1004.0,29.65,0.0,0.0,42,6,30.6,6.0,1.0,15.0,343.8,44.0,9.2,5.3,21.7,48.6,2,2,4.0,99
30.1,77.28,25.0,0.0,2.9,10,3.0,1004.0,29.64,0.0,0.0,79,18,26.9,6.0,1.0,6.0,767.7,33.6,12.5,6.4,101.4,142.8,4,10,4.0,99
28.15,77.33,28.4,0.0,7.4,278,13.0,1004.0,29.65,0.0,0.0,48,6,29.1,6.0,1.0,15.4,260.4,68.7,3.9,2.2,17.0,39.9,2,2,4.0,99
28.62,76.65,29.7,0.0,8.3,269,13.0,1004.0,29.64,0.0,0.0,41,6,29.9,6.0,1.0,15.0,440.6,29.0,11.5,2.2,25.9,56.8,2,3,4.0,99
28.78,76.13,29.3,0.0,8.5,252,15.0,1004.0,29.65,0.0,0.0,45,8,29.8,6.0,1.0,16.6,227.0,71.5,2.4,1.4,14.5,43.1,1,2,4.0,99
29.8,76.38,27.2,0.0,3.6,261,13.0,1004.0,29.64,0.0,0.0,57,14,28.3,6.0,1.0,7.6,907.9,0.1,13.5,1.3,68.2,102.4,4,9,4.0,99
28.98,77.02,28.2,0.0,6.3,269,13.0,1004.0,29.64,0.0,0.0,48,9,28.8,6.0,1.0,13.2,647.5,11.0,15.6,2.4,35.0,70.4,2,3,4.0,99
29.68,76.98,26.5,0.0,4.9,267,13.0,1004.0,29.64,0.0,0.0,63,14,27.9,6.0,1.0,10.3,921.3,21.5,14.4,3.5,100.6,155.9,4,10,4.0,99
29.32,76.32,28.4,0.0,5.6,247,15.0,1004.0,29.64,0.0,0.0,45,13,28.7,6.0,1.0,11.6,687.6,0.8,13.0,1.2,36.1,62.5,2,4,4.0,99
29.39,76.97,27.2,0.0,5.4,264,13.0,1004.0,29.64,0.0,0.0,57,12,28.3,6.0,1.0,11.2,774.4,2.6,17.0,1.6,65.0,109.1,3,9,4.0,99
28.28,76.15,28.6,0.0,8.3,270,13.0,1004.0,29.66,0.0,0.0,48,5,29.3,6.0,1.0,16.1,233.7,73.0,2.5,1.5,13.7,35.6,1,2,4.0,99
29.52,75.45,29.1,0.0,6.9,243,15.0,1004.0,29.64,0.0,0.0,35,10,28.4,6.0,1.0,14.5,540.7,1.2,12.0,1.6,29.2,52.6,2,3,4.0,99
28.43,77.32,30.1,0.0,8.1,272,13.0,1004.0,29.64,0.0,0.0,42,6,30.5,6.0,1.0,15.0,560.8,23.6,22.6,17.6,31.9,63.7,2,3,4.0,99
29.53,75.02,29.6,0.0,7.8,242,15.0,1004.0,29.64,0.0,0.0,34,9,28.9,6.0,1.0,16.3,303.8,25.8,7.4,1.8,17.8,45.9,2,2,4.0,99
29.17,75.72,29.7,0.0,8.3,244,15.0,1004.0,29.64,0.0,0.0,36,10,29.3,6.0,1.0,16.8,373.8,17.9,11.1,2.6,24.9,53.5,2,3,4.0,99
28.18,76.62,28.7,0.0,8.1,270,13.0,1004.0,29.66,0.0,0.0,48,5,29.4,6.0,1.0,15.4,227.0,73.0,2.4,1.4,13.3,33.2,1,2,4.0,99
28.9,76.57,29.0,0.0,8.1,261,13.0,1004.0,29.64,0.0,0.0,43,9,29.2,6.0,1.0,16.6,447.3,24.7,11.5,1.8,26.7,59.1,2,3,4.0,99
30.38,76.78,26.0,0.0,4.5,324,7.0,1004.0,29.63,0.0,0.0,69,12,27.8,6.0,1.0,9.4,834.5,25.0,10.8,3.9,113.4,164.5,4,10,4.0,99
30.74,76.79,24.9,0.0,3.4,13,5.0,1004.0,29.65,0.0,0.0,65,15,26.3,6.0,1.0,6.9,787.7,0.3,9.4,1.3,106.4,153.4,4,10,4.0,99
15.4,73.8,26.7,20.0,4.5,324,7.0,1008.0,29.77,0.4,0.02,84,88,30.2,5.0,1.0,6.7,303.8,3.6,5.1,1.4,10.6,14.4,1,1,4.0,99
9.17,92.72,27.0,10.0,20.6,237,15.0,1009.0,29.81,3.3,0.13,83,90,30.6,4.0,6.0,32.7,201.9,27.2,0.4,0.3,2.2,5.0,1,1,4.0,99
22.6,83.05,24.7,0.0,3.1,341,6.0,1006.0,29.72,0.0,0.0,73,18,26.4,6.0,1.0,6.5,474.0,8.5,6.4,0.7,47.6,61.0,3,5,4.0,99
13.68,79.35,26.3,20.0,4.3,226,12.0,1007.0,29.74,0.4,0.02,77,71,28.7,5.0,1.0,6.3,347.1,47.9,2.4,0.7,12.8,13.8,1,2,4.0,99
27.58,91.87,8.5,22.0,4.0,43,4.0,1015.0,29.96,0.0,0.0,86,19,7.6,6.0,3.0,8.5,130.2,18.4,1.6,0.1,4.2,6.1,1,1,4.0,99
26.17,90.62,27.7,22.0,2.2,44,4.0,1004.0,29.64,0.0,0.0,80,21,31.6,6.0,7.0,2.9,834.5,35.8,6.0,2.5,92.1,94.1,4,10,4.0,99
26.42,91.43,27.0,9.0,2.5,40,4.0,1003.0,29.62,0.0,0.0,100,75,30.7,1.0,7.0,3.4,761.0,47.2,6.7,5.5,80.9,82.8,4,10,4.0,99
26.03,89.97,28.6,20.0,2.9,184,8.0,1004.0,29.63,0.1,0.0,77,89,33.2,6.0,6.0,4.9,847.8,33.3,6.5,2.1,107.5,108.9,4,10,4.0,99
24.87,92.35,24.8,10.0,2.5,82,0.0,1005.0,29.67,5.4,0.21,97,64,28.0,4.0,1.0,4.7,554.1,29.7,7.5,2.1,27.9,29.1,2,3,4.0,99
27.5,95.37,25.1,16.0,2.7,58,1.0,1005.0,29.68,0.0,0.0,94,40,28.3,6.0,7.0,4.5,554.1,37.9,1.6,0.6,18.4,18.9,2,2,4.0,99
24.68,92.57,24.7,7.0,2.5,70,1.0,1005.0,29.68,0.3,0.01,97,55,27.8,6.0,5.0,4.0,534.1,31.5,4.5,2.4,22.5,23.3,2,2,4.0,99
27.48,94.58,25.5,20.0,3.4,51,4.0,1005.0,29.68,0.8,0.03,92,84,28.7,5.0,6.0,5.6,534.1,36.5,1.7,0.4,17.9,18.2,2,2,4.0,99
27.95,80.77,26.3,0.0,4.9,283,14.0,1004.0,29.63,0.0,0.0,78,7,28.9,6.0,1.0,9.6,821.1,43.3,8.4,3.5,146.0,189.9,4,10,4.0,99
26.47,90.57,27.7,22.0,2.2,44,4.0,1004.0,29.64,0.0,0.0,80,21,31.6,6.0,7.0,2.9,834.5,35.8,6.0,2.5,92.1,94.1,4,10,4.0,99
26.75,89.58,21.5,7.0,3.4,13,5.0,1007.0,29.73,0.2,0.01,87,64,21.5,6.0,1.0,6.3,560.8,19.0,0.7,0.3,39.2,42.0,2,4,4.0,99
17.47,73.62,22.1,7.0,2.2,43,4.0,1009.0,29.78,0.6,0.02,96,78,24.6,6.0,1.0,0.9,300.4,0.5,2.2,0.2,9.0,10.5,1,1,4.0,99
26.63,92.8,25.7,7.0,2.2,82,0.0,1004.0,29.66,2.2,0.09,92,50,29.2,6.0,6.0,4.0,854.5,33.6,5.3,1.5,50.0,52.2,3,6,4.0,99
27.48,94.9,25.5,20.0,3.4,51,4.0,1005.0,29.68,0.8,0.03,92,84,28.7,5.0,6.0,5.6,534.1,36.5,1.7,0.4,17.9,18.2,2,2,4.0,99
26.32,91.0,27.7,22.0,2.2,44,4.0,1004.0,29.64,0.0,0.0,80,21,31.6,6.0,7.0,2.9,834.5,35.8,6.0,2.5,92.1,94.1,4,10,4.0,99
26.77,92.13,26.8,20.0,3.4,79,0.0,1004.0,29.65,1.0,0.04,88,80,30.9,5.0,6.0,5.6,934.6,16.5,7.9,1.5,95.1,99.2,4,10,4.0,99
26.52,93.97,25.6,10.0,2.2,174,8.0,1005.0,29.67,4.3,0.17,95,73,29.2,4.0,6.0,1.6,674.3,19.5,4.3,0.9,22.6,23.3,2,2,4.0,99
26.4,90.27,27.7,22.0,2.2,44,4.0,1004.0,29.64,0.0,0.0,80,21,31.6,6.0,7.0,2.9,834.5,35.8,6.0,2.5,92.1,94.1,4,10,4.0,99
26.75,94.22,25.3,7.0,2.5,188,8.0,1005.0,29.67,0.9,0.04,92,85,28.4,6.0,6.0,4.3,647.5,29.0,3.8,0.5,29.4,30.3,2,3,4.0,99
16.73,82.22,27.0,7.0,4.3,253,15.0,1006.0,29.7,0.3,0.01,86,52,31.1,6.0,1.0,6.9,460.6,50.1,8.1,14.8,46.9,48.4,3,5,4.0,99
10.92,79.83,24.5,10.0,7.6,259,13.0,1008.0,29.77,5.6,0.22,86,61,26.7,4.0,1.0,14.5,353.8,21.3,8.9,3.3,13.0,15.2,1,2,4.0,99
11.93,79.83,25.0,10.0,16.3,230,12.0,1007.0,29.74,6.7,0.26,87,56,27.5,4.0,1.0,31.8,467.3,15.0,15.1,7.9,23.6,26.1,2,2,4.0,99
11.7,75.53,25.6,16.0,2.7,355,3.0,1009.0,29.79,0.0,0.0,87,49,28.5,6.0,1.0,4.3,193.6,21.8,2.0,1.7,3.1,3.5,1,1,4.0,99
22.88,92.73,21.9,2.0,2.2,79,0.0,1006.0,29.71,0.0,0.0,99,100,21.9,0.0,5.0,3.6,227.0,1.9,0.8,0.0,5.0,5.2,1,1,4.0,99
22.53,92.9,21.7,7.0,2.2,95,0.0,1006.0,29.71,0.6,0.02,99,67,21.7,6.0,5.0,2.7,165.2,0.6,0.5,0.0,2.8,3.0,1,1,4.0,99
22.48,92.97,21.7,7.0,2.2,95,0.0,1006.0,29.71,0.6,0.02,99,67,21.7,6.0,5.0,2.7,165.2,0.6,0.5,0.0,2.8,3.0,1,1,4.0,99
23.3,92.83,21.9,2.0,2.2,79,0.0,1006.0,29.71,0.0,0.0,99,100,21.9,0.0,5.0,3.6,227.0,1.9,0.8,0.0,5.0,5.2,1,1,4.0,99
23.72,92.72,22.0,2.0,2.2,118,2.0,1006.0,29.72,0.0,0.0,99,100,24.6,0.0,5.0,2.2,250.3,1.9,0.9,0.2,4.8,5.1,1,1,4.0,99
23.93,92.48,22.0,2.0,2.2,118,2.0,1006.0,29.72,0.0,0.0,99,100,24.6,0.0,5.0,2.2,250.3,1.9,0.9,0.2,4.8,5.1,1,1,4.0,99
15.73,73.88,26.3,16.0,3.4,346,6.0,1008.0,29.77,0.0,0.0,86,50,29.6,6.0,1.0,5.1,303.8,3.6,5.1,1.4,10.6,14.4,1,1,4.0,99
24.97,93.55,19.4,2.0,2.2,73,1.0,1007.0,29.74,0.0,0.0,99,100,19.4,0.0,4.0,4.7,330.5,11.0,2.5,0.3,5.6,6.1,1,1,4.0,99
25.12,94.37,16.6,2.0,2.2,31,5.0,1010.0,29.82,0.0,0.0,99,100,16.6,0.0,4.0,3.1,420.6,1.6,3.9,0.4,11.3,12.8,1,1,4.0,99
22.38,88.27,30.0,9.0,4.3,240,15.0,1004.0,29.65,0.0,0.0,94,75,36.2,1.0,7.0,9.6,1054.8,18.6,21.8,17.6,133.1,143.7,4,10,4.0,99
24.33,93.67,20.3,1.0,2.2,178,8.0,1008.0,29.76,0.0,0.0,99,85,20.3,6.0,5.0,0.7,260.4,5.4,0.4,0.1,3.0,3.5,1,1,4.0,99
24.63,94.02,20.2,7.0,2.2,19,5.0,1008.0,29.76,0.2,0.01,98,73,20.2,6.0,5.0,3.4,290.4,2.6,3.9,0.4,5.6,7.0,1,1,4.0,99
24.82,93.95,20.2,7.0,2.2,19,5.0,1008.0,29.76,0.2,0.01,98,73,20.2,6.0,5.0,3.4,290.4,2.6,3.9,0.4,5.6,7.0,1,1,4.0,99
25.13,93.97,20.2,7.0,2.2,19,5.0,1008.0,29.76,0.2,0.01,98,73,20.2,6.0,5.0,3.4,290.4,2.6,3.9,0.4,5.6,7.0,1,1,4.0,99
26.75,95.1,24.6,20.0,2.2,142,9.0,1006.0,29.7,0.8,0.03,93,84,27.4,5.0,5.0,3.8,567.4,25.4,3.9,4.1,20.4,21.3,2,2,4.0,99
26.28,94.83,21.6,9.0,2.7,133,9.0,1007.0,29.75,0.1,0.0,95,83,21.6,1.0,5.0,4.9,307.1,0.6,1.9,0.2,12.7,15.7,1,2,4.0,99
26.33,94.53,21.6,9.0,2.7,133,9.0,1007.0,29.75,0.1,0.0,95,83,21.6,1.0,5.0,4.9,307.1,0.6,1.9,0.2,12.7,15.7,1,2,4.0,99
25.67,94.5,17.4,15.0,2.2,85,0.0,1009.0,29.8,0.0,0.0,99,91,17.4,6.0,4.0,0.9,420.6,8.3,7.7,1.2,6.1,7.2,1,1,4.0,99
25.67,94.12,24.1,16.0,2.2,174,8.0,1005.0,29.69,0.0,0.0,90,44,26.4,6.0,6.0,2.2,454.0,9.7,1.4,0.2,14.7,15.3,1,2,4.0,99
26.1,94.27,28.2,16.0,2.9,133,9.0,1007.0,29.74,0.0,0.0,92,28,35.2,6.0,7.0,3.4,420.6,3.4,2.4,0.3,12.8,13.8,1,2,4.0,99
25.97,94.52,17.4,2.0,2.2,49,4.0,1010.0,29.81,0.0,0.0,98,100,17.4,0.0,4.0,1.6,380.5,10.6,3.0,0.6,4.8,5.9,1,1,4.0,99
25.9,93.73,24.1,16.0,2.2,174,8.0,1005.0,29.69,0.0,0.0,90,44,26.4,6.0,6.0,2.2,454.0,9.7,1.4,0.2,14.7,15.3,1,2,4.0,99
24.1,91.63,25.3,9.0,2.5,129,9.0,1004.0,29.65,0.1,0.0,96,87,28.8,1.0,1.0,4.5,447.3,13.4,5.6,1.1,15.3,16.5,1,2,4.0,99
24.37,92.17,25.3,9.0,2.5,129,9.0,1004.0,29.65,0.1,0.0,96,87,28.8,1.0,1.0,4.5,447.3,13.4,5.6,1.1,15.3,16.5,1,2,4.0,99
24.6,92.83,24.3,7.0,2.5,72,1.0,1005.0,29.68,0.3,0.01,97,56,27.2,6.0,5.0,4.5,514.0,27.2,3.9,1.8,18.2,18.9,2,2,4.0,99
13.33,77.65,23.0,16.0,9.4,230,12.0,1013.0,29.91,2.0,0.08,89,50,25.1,3.0,1.0,8.5,253.7,22.0,3.9,0.8,3.0,3.7,1,1,4.0,99
19.2,81.93,23.5,20.0,2.7,304,7.0,1007.0,29.74,0.1,0.0,82,83,25.5,6.0,1.0,5.4,380.5,27.5,2.3,0.3,35.1,35.7,2,3,4.0,99
22.07,81.68,27.1,16.0,3.6,314,7.0,1006.0,29.7,0.0,0.0,70,29,29.4,6.0,1.0,6.7,754.4,0.5,12.7,1.0,84.3,100.3,4,10,4.0,99
20.64,82.06,23.6,0.0,2.9,225,12.0,1007.0,29.72,0.0,0.0,88,22,25.8,6.0,1.0,6.0,343.8,17.2,3.0,0.5,26.3,29.8,2,3,4.0,99
18.4,81.67,24.5,10.0,2.2,100,0.0,1007.0,29.72,2.7,0.11,94,83,27.2,4.0,1.0,2.0,280.4,11.1,1.0,0.2,19.7,19.9,2,2,4.0,99
