latitude,longitude,temperature_celsius,condition_text,wind_mph,wind_degree,wind_direction,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,visibility_miles,uv_index,gust_mph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_phase,moon_illumination
22.38,88.27,28.0,9.0,4.3,60,1.0,1001.0,29.56,0.3,0.01,94,75,34.3,1.0,6.0,11.0,647.5,0.2,27.1,42.4,26.9,32.8,2,3,4.0,70
24.33,93.67,20.0,16.0,2.2,99,0.0,1008.0,29.77,0.0,0.0,94,39,20.0,6.0,6.0,4.0,370.5,5.5,3.1,0.2,8.0,8.4,1,1,4.0,70
24.63,94.02,20.0,20.0,2.7,38,4.0,1008.0,29.77,0.4,0.02,95,84,20.0,5.0,5.0,5.6,247.0,8.9,1.0,0.1,11.2,14.3,1,1,4.0,70
24.82,93.95,20.0,20.0,2.7,38,4.0,1008.0,29.77,0.4,0.02,95,84,20.0,5.0,5.0,5.6,247.0,8.9,1.0,0.1,11.2,14.3,1,1,4.0,70
25.13,93.97,20.0,20.0,2.7,38,4.0,1008.0,29.77,0.4,0.02,95,84,20.0,5.0,5.0,5.6,247.0,8.9,1.0,0.1,11.2,14.3,1,1,4.0,70
26.75,95.1,25.0,20.0,2.9,141,9.0,1005.0,29.69,0.4,0.02,78,75,27.1,6.0,6.0,6.0,494.0,1.1,6.4,1.5,36.4,46.1,2,4,4.0,70
26.28,94.83,20.7,20.0,4.0,131,9.0,1007.0,29.75,2.2,0.09,96,74,20.7,5.0,5.0,8.5,250.3,3.8,1.0,0.2,22.3,26.3,2,2,4.0,70
26.33,94.53,20.7,20.0,4.0,131,9.0,1007.0,29.75,2.2,0.09,96,74,20.7,5.0,5.0,8.5,250.3,3.8,1.0,0.2,22.3,26.3,2,2,4.0,70
25.67,94.5,16.8,22.0,2.2,98,0.0,1010.0,29.83,0.0,0.0,89,16,16.8,6.0,5.0,2.5,230.3,11.3,2.4,0.6,21.5,24.4,2,2,4.0,70
25.67,94.12,23.7,22.0,2.2,87,0.0,1005.0,29.67,0.0,0.0,83,6,25.7,6.0,6.0,2.5,413.9,18.1,1.7,0.4,30.1,33.2,2,3,4.0,70
26.1,94.27,27.1,20.0,4.0,130,9.0,1007.0,29.74,1.3,0.05,94,88,32.7,5.0,6.0,5.6,287.1,3.4,2.1,0.3,23.2,28.0,2,2,4.0,70
25.97,94.52,18.2,20.0,2.2,70,1.0,1011.0,29.84,0.1,0.0,87,88,18.2,6.0,4.0,2.7,191.9,14.8,1.1,0.4,16.9,19.7,2,2,4.0,70
25.9,93.73,23.7,22.0,2.2,87,0.0,1005.0,29.67,0.0,0.0,83,6,25.7,6.0,6.0,2.5,413.9,18.1,1.7,0.4,30.1,33.2,2,3,4.0,70
24.1,91.63,25.6,7.0,4.0,221,12.0,1003.0,29.63,1.1,0.04,97,68,29.6,6.0,1.0,7.8,413.9,16.8,3.7,0.6,13.6,14.7,1,2,4.0,70
24.37,92.17,25.6,7.0,4.0,221,12.0,1003.0,29.63,1.1,0.04,97,68,29.6,6.0,1.0,7.8,413.9,16.8,3.7,0.6,13.6,14.7,1,2,4.0,70
24.6,92.83,24.1,10.0,2.2,111,2.0,1005.0,29.66,4.4,0.17,96,71,26.9,4.0,5.0,3.8,540.7,10.0,4.2,2.2,35.6,39.6,2,3,4.0,70
13.33,77.65,21.0,16.0,11.9,260,13.0,1010.0,29.83,0.1,0.0,88,75,21.0,3.0,1.0,15.2,200.3,20.6,2.6,0.6,1.2,1.9,1,1,4.0,70
19.2,81.93,22.3,13.0,4.7,190,8.0,1002.0,29.59,7.3,0.29,97,95,24.8,4.0,1.0,7.8,407.2,10.7,2.2,0.4,20.8,21.9,2,2,4.0,70
22.07,81.68,24.2,7.0,7.2,74,1.0,1002.0,29.59,1.9,0.07,95,78,26.9,6.0,1.0,10.7,747.7,9.7,31.2,32.9,89.6,92.6,4,10,4.0,70
20.64,82.06,22.4,7.0,2.9,79,0.0,1002.0,29.58,2.4,0.09,98,83,24.9,6.0,1.0,5.4,594.1,36.5,3.1,1.9,54.9,55.7,3,7,4.0,70
18.4,81.67,23.8,24.0,2.7,186,8.0,1002.0,29.57,10.5,0.41,99,100,26.6,1.0,1.0,5.1,290.4,11.3,1.0,0.4,21.3,21.5,2,2,4.0,70
20.27,81.49,23.1,2.0,4.5,72,1.0,1002.0,29.58,0.0,0.0,98,100,25.6,0.0,1.0,7.6,567.4,38.6,3.7,0.7,45.5,47.1,3,5,4.0,70
23.12,83.2,23.1,1.0,4.0,42,4.0,1003.0,29.62,0.0,0.0,90,84,25.4,6.0,1.0,6.9,447.3,20.4,2.8,0.5,13.3,14.6,1,2,4.0,70
27.43,82.18,26.5,16.0,5.8,300,14.0,1003.0,29.63,0.0,0.0,80,59,29.3,6.0,1.0,11.2,1121.5,0.0,6.3,1.8,66.0,79.6,4,9,4.0,70
19.6,81.67,21.9,10.0,2.9,95,0.0,1002.0,29.59,6.4,0.25,98,98,21.9,4.0,1.0,5.6,447.3,20.7,2.3,0.4,16.8,17.6,2,2,4.0,70
26.37,76.63,26.5,16.0,7.2,67,1.0,1004.0,29.63,0.0,0.0,79,30,29.2,6.0,1.0,11.9,847.8,62.2,3.0,1.2,59.8,63.8,3,8,4.0,70
21.18,81.28,24.0,7.0,6.9,61,1.0,1002.0,29.58,2.2,0.09,94,70,26.6,6.0,1.0,10.7,1361.9,0.0,40.1,183.1,104.2,109.3,4,10,4.0,70
30.78,76.9,24.0,0.0,3.1,51,4.0,1005.0,29.68,0.0,0.0,71,1,25.7,6.0,1.0,6.5,761.0,7.2,15.8,3.9,68.0,89.5,4,9,4.0,70
16.83,75.7,22.8,16.0,10.5,253,15.0,1006.0,29.7,0.0,0.0,89,42,25.0,6.0,1.0,15.2,220.3,16.3,2.6,0.4,6.0,8.8,1,1,4.0,70
21.23,81.63,23.8,7.0,7.2,68,1.0,1002.0,29.58,0.6,0.02,95,69,26.2,6.0,1.0,11.2,667.6,40.1,8.0,12.5,51.0,52.8,3,6,4.0,70
21.67,82.17,23.6,9.0,6.3,76,1.0,1002.0,29.59,0.0,0.0,95,55,26.1,1.0,1.0,10.5,674.3,0.7,35.0,26.7,68.1,69.9,4,9,4.0,70
20.73,81.2,23.1,2.0,4.5,72,1.0,1002.0,29.58,0.0,0.0,98,100,25.6,0.0,1.0,7.6,567.4,38.6,3.7,0.7,45.5,47.1,3,5,4.0,70
20.71,81.55,23.1,2.0,4.5,72,1.0,1002.0,29.58,0.0,0.0,98,100,25.6,0.0,1.0,7.6,567.4,38.6,3.7,0.7,45.5,47.1,3,5,4.0,70
22.35,82.68,23.8,1.0,2.9,55,4.0,1002.0,29.6,0.0,0.0,91,86,26.2,6.0,1.0,4.7,654.2,3.2,8.1,1.2,30.6,33.4,2,3,4.0,70
21.9,83.4,23.0,9.0,4.5,57,1.0,1002.0,29.59,0.0,0.0,95,36,25.4,1.0,1.0,8.3,627.5,1.9,17.8,11.4,38.7,39.5,2,4,4.0,70
22.9,84.15,21.8,9.0,5.4,41,4.0,1004.0,29.65,0.0,0.0,95,74,21.8,1.0,1.0,9.4,353.8,17.5,3.7,1.3,5.8,6.4,1,1,4.0,70
21.1,82.1,23.8,7.0,7.2,68,1.0,1002.0,29.58,0.6,0.02,95,69,26.2,6.0,1.0,11.2,667.6,40.1,8.0,12.5,51.0,52.8,3,6,4.0,70
22.02,82.57,23.6,9.0,6.3,76,1.0,1002.0,29.59,0.0,0.0,95,55,26.1,1.0,1.0,10.5,674.3,0.7,35.0,26.7,68.1,69.9,4,9,4.0,70
30.32,78.03,20.0,0.0,5.8,41,4.0,1007.0,29.74,0.0,0.0,71,2,20.1,6.0,1.0,12.3,540.7,26.5,5.9,2.1,42.5,49.9,3,5,4.0,70
29.62,79.67,20.0,17.0,4.7,54,4.0,1009.0,29.79,0.7,0.03,80,89,20.0,3.0,1.0,9.8,580.8,16.3,8.9,1.0,28.5,35.0,2,3,4.0,70
29.33,80.1,22.1,16.0,3.8,21,5.0,1008.0,29.75,0.0,0.0,79,54,24.6,6.0,1.0,7.4,400.5,9.3,1.3,0.2,21.9,26.1,2,2,4.0,70
30.73,78.45,-2.4,0.0,2.2,87,0.0,1020.0,30.12,0.0,0.0,82,14,-2.4,6.0,1.0,3.4,207.0,81.5,0.1,0.1,6.2,7.8,1,1,4.0,70
29.8,78.62,23.6,20.0,3.6,54,4.0,1005.0,29.67,0.2,0.01,79,77,25.5,6.0,1.0,7.6,607.5,1.6,12.5,2.8,59.3,78.0,3,8,4.0,70
29.97,78.17,23.3,0.0,5.4,48,4.0,1005.0,29.68,0.0,0.0,78,6,25.3,6.0,1.0,11.2,881.2,2.8,9.8,1.6,87.7,105.3,4,10,4.0,70
30.28,78.98,15.4,0.0,5.4,51,4.0,1010.0,29.83,0.0,0.0,89,6,15.4,6.0,1.0,11.2,447.3,6.4,6.7,1.5,30.7,38.1,2,3,4.0,70
30.38,78.48,16.3,0.0,6.9,42,4.0,1009.0,29.8,0.0,0.0,80,3,16.3,6.0,1.0,14.5,454.0,34.7,6.3,1.7,29.2,33.7,2,3,4.0,70
29.85,79.77,9.6,18.0,3.6,8,3.0,1016.0,29.99,2.4,0.09,89,61,9.1,5.0,1.0,6.3,257.0,61.5,0.8,0.2,4.8,5.3,1,1,4.0,70
29.58,80.22,22.1,16.0,3.8,21,5.0,1008.0,29.75,0.0,0.0,79,54,24.6,6.0,1.0,7.4,400.5,9.3,1.3,0.2,21.9,26.1,2,2,4.0,70
30.4,79.35,7.7,20.0,2.2,66,1.0,1016.0,30.01,0.6,0.02,82,79,7.8,5.0,1.0,3.6,243.7,72.2,1.1,0.5,10.5,13.3,1,1,4.0,70
23.27,82.45,22.7,16.0,4.0,65,1.0,1003.0,29.63,0.0,0.0,92,38,25.1,6.0,1.0,7.2,467.3,29.0,2.6,0.5,15.1,15.8,1,2,4.0,70
11.87,75.37,23.9,3.0,3.4,81,0.0,1008.0,29.76,9.4,0.37,92,81,26.3,3.0,1.0,4.9,190.3,41.8,1.0,0.9,0.9,1.4,1,1,4.0,70
9.27,76.78,22.8,9.0,2.2,141,9.0,1009.0,29.8,0.0,0.0,97,54,25.2,1.0,1.0,1.6,380.5,12.0,10.8,7.4,11.2,13.5,1,1,4.0,70
9.49,76.33,25.4,10.0,2.2,332,6.0,1008.0,29.78,2.6,0.1,83,80,27.9,4.0,1.0,2.9,188.6,49.4,0.7,0.4,1.0,3.3,1,1,4.0,70
9.98,76.28,24.0,9.0,4.3,90,0.0,1007.0,29.74,1.2,0.05,94,75,26.3,1.0,1.0,7.4,203.6,46.5,4.2,2.6,1.5,2.5,1,1,4.0,70
8.88,76.59,25.3,10.0,4.7,272,13.0,1009.0,29.79,4.4,0.17,85,79,27.8,4.0,1.0,8.5,180.2,41.5,0.8,0.5,1.2,1.7,1,1,4.0,70
12.5,75.0,24.0,9.0,2.2,10,3.0,1006.0,29.71,8.9,0.35,94,75,26.2,1.0,1.0,3.6,198.6,35.8,3.5,1.8,1.1,1.6,1,1,4.0,70
9.85,76.97,21.7,20.0,7.6,241,15.0,1009.0,29.8,0.1,0.0,89,85,21.7,6.0,1.0,9.8,181.9,32.9,0.7,0.2,0.5,0.8,1,1,4.0,70
11.25,75.77,23.0,9.0,4.3,200,11.0,1007.0,29.74,0.0,0.0,94,75,25.2,3.0,1.0,4.0,185.3,42.9,0.2,0.2,0.8,1.4,1,1,4.0,70
9.58,76.52,23.4,9.0,2.2,109,2.0,1009.0,29.78,0.0,0.0,95,43,25.8,1.0,1.0,3.8,257.0,33.3,5.7,5.4,4.7,6.3,1,1,4.0,70
10.52,76.22,24.0,9.0,4.3,90,0.0,1007.0,29.74,0.0,0.0,94,75,26.7,1.0,1.0,3.1,290.4,20.6,5.9,4.7,6.0,8.1,1,1,4.0,70
10.77,76.65,23.0,9.0,11.9,230,12.0,1007.0,29.74,0.0,0.0,94,75,25.3,3.0,1.0,11.2,343.8,11.0,7.9,4.2,10.6,12.6,1,1,4.0,70
8.51,76.96,27.0,9.0,4.3,340,6.0,1008.0,29.77,5.6,0.22,84,75,31.9,1.0,1.0,10.1,190.3,34.7,2.2,2.0,1.5,2.7,1,1,4.0,70
11.07,76.07,23.0,9.0,4.3,200,11.0,1007.0,29.74,0.6,0.02,94,75,25.5,3.0,1.0,1.1,317.1,21.3,7.5,7.0,8.7,10.2,1,1,4.0,70
10.57,72.62,27.5,10.0,15.2,288,14.0,1007.0,29.75,4.3,0.17,81,100,31.4,4.0,1.0,27.3,183.6,43.3,0.1,0.3,1.6,3.4,1,1,4.0,70
19.8,85.85,26.0,9.0,4.3,30,5.0,1001.0,29.56,1.7,0.07,100,75,29.0,1.0,1.0,9.8,714.3,25.4,9.3,4.1,28.2,29.5,2,3,4.0,70
23.42,88.37,26.2,1.0,5.6,105,2.0,1003.0,29.61,0.0,0.0,93,86,30.3,6.0,6.0,9.6,574.1,11.4,9.3,2.5,17.3,21.5,2,2,4.0,70
24.18,88.27,26.8,7.0,3.1,170,8.0,1003.0,29.62,2.5,0.1,89,87,31.0,6.0,6.0,5.1,814.4,1.5,15.1,3.9,34.6,40.7,2,3,4.0,70
22.57,88.37,28.0,9.0,4.3,60,1.0,1001.0,29.56,0.1,0.0,94,75,34.7,1.0,6.0,10.5,647.5,0.2,27.1,42.4,26.9,32.8,2,3,4.0,70
25.03,88.15,28.1,20.0,3.8,196,11.0,1003.0,29.61,0.3,0.01,82,77,32.8,5.0,6.0,6.3,841.1,5.5,12.3,4.0,46.4,52.7,3,5,4.0,70
27.03,88.27,20.0,22.0,6.7,315,7.0,1009.0,29.78,0.0,0.0,62,5,20.0,6.0,6.0,14.1,390.5,27.5,7.1,0.9,12.4,16.2,1,2,4.0,70
26.52,88.73,28.0,20.0,2.9,24,5.0,1003.0,29.62,0.3,0.01,69,87,30.9,6.0,6.0,5.6,1161.6,30.8,6.3,1.1,101.7,106.1,4,10,4.0,70
22.43,87.33,25.7,10.0,6.3,57,1.0,1002.0,29.59,6.0,0.24,96,67,29.6,4.0,6.0,12.1,1108.2,0.0,25.4,23.4,65.7,68.4,4,9,4.0,70
22.59,88.31,28.0,9.0,4.3,60,1.0,1001.0,29.56,0.2,0.01,94,75,34.6,1.0,6.0,10.5,647.5,0.2,27.1,42.4,26.9,32.8,2,3,4.0,70
23.24,87.87,25.9,20.0,5.1,81,0.0,1003.0,29.61,0.2,0.01,94,88,29.7,5.0,6.0,8.7,687.6,10.6,11.8,2.9,25.9,30.1,2,3,4.0,70
23.25,87.07,25.6,1.0,4.7,71,1.0,1003.0,29.61,0.0,0.0,91,86,28.9,6.0,6.0,7.8,667.6,7.4,13.4,9.3,34.3,39.0,2,3,4.0,70
23.33,86.37,24.5,16.0,3.1,73,1.0,1003.0,29.62,0.0,0.0,93,41,27.3,6.0,6.0,5.4,2029.4,0.0,52.8,228.9,183.8,190.7,5,10,4.0,70
26.32,89.43,26.9,20.0,4.0,62,1.0,1003.0,29.61,0.5,0.02,73,76,29.3,5.0,6.0,8.5,607.5,1.3,5.7,0.6,32.6,38.5,2,3,4.0,70
22.9,88.4,28.0,9.0,4.3,60,1.0,1001.0,29.56,0.0,0.0,94,75,34.8,1.0,6.0,10.3,447.3,14.1,7.5,4.5,10.8,15.8,1,1,4.0,70
32.28,75.65,24.9,0.0,4.5,45,4.0,1005.0,29.69,0.0,0.0,61,7,26.2,6.0,1.0,9.4,560.8,11.6,13.7,1.7,32.2,42.8,2,3,4.0,70
32.03,75.52,24.2,0.0,4.5,46,4.0,1005.0,29.69,0.0,0.0,61,8,25.6,6.0,1.0,9.4,560.8,11.6,13.7,1.7,32.2,42.8,2,3,4.0,70
30.33,76.4,25.4,0.0,2.2,63,1.0,1004.0,29.66,0.0,0.0,77,0,27.4,6.0,1.0,4.7,1228.3,0.0,13.2,5.6,140.9,176.5,4,10,4.0,70
31.45,74.93,27.0,9.0,3.8,300,14.0,1006.0,29.71,0.0,0.0,94,0,28.9,3.0,1.0,6.0,2403.3,0.5,39.4,12.6,225.3,264.7,5,10,4.0,70
31.38,75.38,27.0,9.0,3.8,300,14.0,1006.0,29.71,0.0,0.0,94,0,29.3,3.0,1.0,5.6,1442.0,0.8,21.9,2.1,163.9,198.2,5,10,4.0,70
30.53,75.72,25.1,0.0,3.1,109,2.0,1004.0,29.66,0.0,0.0,74,3,26.9,6.0,1.0,6.5,1281.7,0.4,13.9,2.0,107.3,134.8,4,10,4.0,70
30.23,75.83,25.7,0.0,4.0,86,0.0,1004.0,29.66,0.0,0.0,72,5,27.5,6.0,1.0,8.5,1174.9,0.3,12.7,1.9,143.2,170.3,4,10,4.0,70
29.98,75.38,26.4,0.0,5.4,88,0.0,1004.0,29.65,0.0,0.0,68,6,28.2,6.0,1.0,11.2,1001.4,1.6,14.2,1.2,118.3,154.6,4,10,4.0,70
31.63,74.87,27.0,9.0,3.8,300,14.0,1006.0,29.71,0.0,0.0,94,0,28.9,3.0,1.0,5.1,1789.1,1.2,27.8,4.8,182.0,223.7,5,10,4.0,70
30.67,74.75,26.2,0.0,4.9,108,2.0,1004.0,29.65,0.0,0.0,65,4,27.7,6.0,1.0,10.3,934.6,4.7,15.4,1.4,104.9,135.3,4,10,4.0,70
30.9,75.85,24.9,0.0,2.9,94,0.0,1005.0,29.66,0.0,0.0,76,4,26.8,6.0,1.0,6.0,1428.6,0.1,19.7,4.5,128.1,163.9,4,10,4.0,70
31.33,75.58,25.7,0.0,3.1,101,2.0,1005.0,29.66,0.0,0.0,72,4,27.5,6.0,1.0,6.5,1682.3,0.0,20.1,3.2,172.6,209.7,5,10,4.0,70
30.48,74.52,26.3,0.0,5.1,119,2.0,1004.0,29.65,0.0,0.0,63,5,27.7,6.0,1.0,10.7,807.8,15.2,14.6,1.4,88.4,115.5,4,10,4.0,70
30.8,75.17,25.7,0.0,3.8,100,0.0,1004.0,29.66,0.0,0.0,68,5,27.3,6.0,1.0,8.1,974.7,3.6,14.9,1.7,108.6,139.2,4,10,4.0,70
31.53,75.92,25.0,0.0,3.1,81,0.0,1005.0,29.67,0.0,0.0,74,5,26.8,6.0,1.0,6.5,694.3,10.6,11.3,1.9,85.3,106.3,4,10,4.0,70
30.97,76.53,24.0,0.0,3.1,51,4.0,1005.0,29.68,0.0,0.0,71,1,25.7,6.0,1.0,6.5,761.0,7.2,15.8,3.9,68.0,89.5,4,9,4.0,70
30.92,74.6,26.4,0.0,4.7,112,2.0,1004.0,29.65,0.0,0.0,65,4,27.9,6.0,1.0,9.8,974.7,1.6,16.5,1.4,118.2,149.7,4,10,4.0,70
30.4,74.03,27.4,0.0,6.3,114,2.0,1004.0,29.65,0.0,0.0,56,4,28.6,6.0,1.0,13.2,787.7,20.0,9.8,1.3,93.7,121.1,4,10,4.0,70
30.38,75.55,25.8,0.0,4.3,97,0.0,1004.0,29.66,0.0,0.0,70,5,27.4,6.0,1.0,8.9,1188.3,0.6,16.3,1.9,124.8,153.7,4,10,4.0,70
12.52,76.9,20.9,16.0,7.4,247,15.0,1008.0,29.77,0.0,0.0,90,62,20.9,6.0,1.0,11.2,191.9,26.8,1.7,0.5,0.8,1.2,1,1,4.0,70
12.31,76.65,20.9,20.0,8.1,241,15.0,1008.0,29.78,0.1,0.0,91,96,20.9,6.0,1.0,11.2,196.9,27.2,1.8,1.0,0.9,1.3,1,1,4.0,70
16.77,77.13,22.5,20.0,7.2,274,13.0,1005.0,29.67,0.2,0.01,90,83,24.8,5.0,1.0,12.5,250.3,27.5,3.3,0.8,7.6,8.6,1,1,4.0,70
13.32,75.78,19.3,2.0,4.9,244,15.0,1009.0,29.79,0.0,0.0,97,100,19.2,0.0,1.0,7.4,201.9,14.8,2.1,0.3,1.5,1.9,1,1,4.0,70
14.23,76.4,20.7,16.0,12.3,259,13.0,1007.0,29.74,0.0,0.0,91,54,20.7,6.0,1.0,19.0,193.6,22.9,1.7,0.6,0.9,1.4,1,1,4.0,70
14.8,75.4,21.0,15.0,8.1,253,15.0,1007.0,29.75,0.0,0.0,95,100,21.0,6.0,1.0,12.1,186.9,22.7,1.1,0.2,1.2,1.6,1,1,4.0,70
16.2,77.37,23.1,1.0,8.5,256,15.0,1005.0,29.67,0.0,0.0,89,64,25.3,6.0,1.0,14.1,230.3,21.6,4.7,1.0,4.7,5.6,1,1,4.0,70
13.13,78.13,21.0,16.0,11.9,260,13.0,1010.0,29.83,0.0,0.0,88,75,21.0,3.0,1.0,16.8,207.0,22.2,3.3,1.0,1.1,2.0,1,1,4.0,70
15.47,75.02,21.0,1.0,8.9,253,15.0,1007.0,29.74,0.0,0.0,93,79,21.1,6.0,1.0,12.8,237.0,14.7,3.6,0.8,4.2,4.8,1,1,4.0,70
17.9,77.55,21.6,20.0,9.6,257,15.0,1004.0,29.66,0.6,0.02,92,84,21.6,5.0,1.0,19.7,253.7,46.5,2.1,1.9,6.3,6.8,1,1,4.0,70
17.33,76.83,22.9,16.0,10.5,266,13.0,1005.0,29.67,0.0,0.0,90,32,25.1,6.0,1.0,17.7,467.3,71.5,4.2,9.3,52.7,57.6,3,6,4.0,70
15.42,75.62,21.6,15.0,11.9,257,15.0,1007.0,29.73,0.0,0.0,94,90,21.6,6.0,1.0,16.3,213.6,18.4,2.8,0.5,3.1,3.6,1,1,4.0,70
13.35,74.75,24.0,9.0,2.2,10,3.0,1006.0,29.71,1.5,0.06,94,75,26.3,1.0,1.0,3.8,183.6,36.5,0.2,0.1,0.9,1.2,1,1,4.0,70
16.18,75.7,22.3,7.0,8.7,264,13.0,1006.0,29.72,1.2,0.05,88,69,24.7,6.0,1.0,12.8,220.3,17.2,2.7,1.6,4.1,4.9,1,1,4.0,70
13.0,76.1,20.0,9.0,7.2,244,15.0,1009.0,29.78,0.1,0.0,96,92,20.0,1.0,1.0,10.1,183.6,24.7,1.4,0.2,0.7,0.9,1,1,4.0,70
13.92,75.57,19.5,2.0,4.7,237,15.0,1008.0,29.76,0.0,0.0,97,100,19.5,0.0,1.0,8.5,193.6,22.2,1.4,0.1,0.9,1.2,1,1,4.0,70
15.15,76.93,23.3,20.0,9.6,266,13.0,1006.0,29.7,0.2,0.01,85,74,25.4,5.0,1.0,14.3,198.6,19.0,5.7,8.4,1.6,2.4,1,1,4.0,70
12.98,77.58,21.0,16.0,9.4,250,15.0,1010.0,29.83,0.0,0.0,94,50,21.0,3.0,1.0,15.4,201.9,21.5,2.6,0.4,0.8,1.5,1,1,4.0,70
13.34,77.1,20.4,16.0,8.9,240,15.0,1008.0,29.77,0.0,0.0,90,51,20.4,6.0,1.0,13.2,191.9,22.9,2.0,0.4,0.9,1.5,1,1,4.0,70
15.87,74.5,18.9,9.0,4.7,258,15.0,1008.0,29.76,0.0,0.0,97,77,18.9,1.0,1.0,8.5,198.6,20.4,1.1,0.2,3.3,4.2,1,1,4.0,70
15.35,76.15,22.5,7.0,12.8,257,15.0,1006.0,29.71,0.6,0.02,90,70,24.8,6.0,1.0,19.2,198.6,21.1,2.0,0.5,1.5,2.0,1,1,4.0,70
20.1,77.15,23.3,16.0,9.8,305,7.0,1003.0,29.62,0.0,0.0,83,32,25.3,6.0,1.0,18.8,240.3,85.1,1.1,3.9,20.7,26.5,2,2,4.0,70
19.08,74.73,23.2,20.0,6.5,276,13.0,1006.0,29.69,0.3,0.01,83,80,25.3,5.0,1.0,10.1,223.6,20.7,2.0,0.9,5.4,7.1,1,1,4.0,70
18.4,76.58,22.5,16.0,8.7,303,14.0,1005.0,29.67,0.0,0.0,88,36,24.8,6.0,1.0,17.7,223.6,39.3,2.6,2.9,6.1,8.4,1,1,4.0,70
17.68,75.92,24.5,10.0,9.4,275,13.0,1005.0,29.67,4.5,0.18,82,88,26.6,4.0,1.0,16.8,353.8,23.3,10.2,6.9,24.2,32.8,2,3,4.0,70
18.17,76.05,24.0,10.0,9.6,299,14.0,1005.0,29.67,5.9,0.23,79,76,25.9,4.0,1.0,18.6,273.7,29.3,4.7,2.6,13.5,19.9,1,2,4.0,70
16.7,74.22,20.3,2.0,4.9,253,15.0,1007.0,29.74,0.0,0.0,98,100,20.3,0.0,1.0,8.1,208.6,18.4,2.5,0.8,3.9,5.5,1,1,4.0,70
19.95,79.3,24.4,7.0,4.7,299,14.0,1001.0,29.56,1.4,0.06,92,77,26.9,6.0,1.0,8.9,340.5,24.3,5.9,5.5,22.7,24.0,2,2,4.0,70
20.73,77.0,25.7,20.0,13.2,284,14.0,1002.0,29.6,0.1,0.0,73,80,27.6,6.0,1.0,20.6,270.4,75.8,3.6,7.8,27.5,35.7,2,3,4.0,70
19.27,76.78,24.1,16.0,8.9,279,13.0,1003.0,29.63,0.0,0.0,82,47,26.1,6.0,1.0,16.1,267.0,73.7,1.7,5.4,27.7,32.7,2,3,4.0,70
20.4,78.13,25.7,16.0,9.2,288,14.0,1002.0,29.58,0.0,0.0,76,45,27.8,6.0,1.0,15.0,290.4,45.8,3.1,2.1,21.2,29.1,2,2,4.0,70
19.15,77.33,23.7,16.0,7.6,276,13.0,1003.0,29.62,0.0,0.0,87,45,25.8,6.0,1.0,14.3,283.7,68.7,2.8,4.1,25.0,28.9,2,3,4.0,70
20.9,74.78,25.7,16.0,13.4,274,13.0,1004.0,29.65,0.0,0.0,69,27,27.3,6.0,1.0,19.7,195.3,35.4,0.7,0.4,5.2,6.7,1,1,4.0,70
17.68,73.98,20.1,9.0,4.3,270,13.0,1007.0,29.74,0.0,0.0,96,68,20.1,1.0,1.0,6.9,195.3,24.0,1.5,0.3,4.4,6.0,1,1,4.0,70
16.87,74.57,20.4,9.0,6.5,268,13.0,1007.0,29.73,0.0,0.0,95,68,20.4,1.0,1.0,10.7,203.6,17.7,1.5,0.5,4.5,6.2,1,1,4.0,70
19.72,77.15,23.3,16.0,9.8,305,7.0,1003.0,29.62,0.0,0.0,83,32,25.3,6.0,1.0,18.8,240.3,85.1,1.1,3.9,20.7,26.5,2,2,4.0,70
18.53,73.87,21.4,16.0,6.9,256,15.0,1007.0,29.73,0.0,0.0,93,57,21.4,6.0,1.0,10.1,330.5,5.7,15.1,7.6,24.5,29.5,2,3,4.0,70
20.93,77.75,26.4,16.0,11.0,288,14.0,1002.0,29.58,0.0,0.0,68,47,28.2,6.0,1.0,17.2,263.7,50.1,2.1,1.0,12.1,18.5,1,2,4.0,70
21.37,74.25,24.1,16.0,18.1,257,15.0,1004.0,29.66,0.0,0.0,83,60,26.1,6.0,1.0,28.0,203.6,26.5,4.4,5.7,10.6,13.9,1,1,4.0,70
16.98,73.3,25.8,7.0,6.5,334,6.0,1006.0,29.71,0.2,0.01,83,62,28.5,6.0,1.0,10.3,185.3,36.8,0.1,0.2,6.2,9.0,1,1,4.0,70
20.75,78.62,26.0,9.0,2.5,280,13.0,1002.0,29.59,0.0,0.0,94,75,28.2,1.0,1.0,8.5,280.4,43.6,3.0,3.0,20.0,21.8,2,2,4.0,70
20.53,76.18,23.3,16.0,15.0,294,14.0,1004.0,29.65,0.0,0.0,78,45,25.2,6.0,1.0,23.7,243.7,53.6,1.9,5.1,25.3,31.4,2,3,4.0,70
21.05,76.53,25.6,16.0,13.2,283,14.0,1003.0,29.61,0.0,0.0,71,44,27.4,6.0,1.0,20.4,273.7,67.2,6.1,18.8,35.4,43.8,2,3,4.0,70
21.17,79.65,24.1,9.0,4.9,46,4.0,1001.0,29.57,0.0,0.0,96,64,26.8,1.0,1.0,8.3,390.5,29.0,2.7,1.6,24.9,26.3,2,3,4.0,70
